name,calories,fats,proteins,carbohydrates
"Sugar substitute, herbal extract sweetener, liquid",52,0,1,12
"Trout, coated, fried, made without fat",221,8,24,12
"Blueberries, frozen, unsweetened",51,1,0,12
"Artichoke, cooked, from fresh, NS as to fat added in cooking",69,2,3,12
Chicken with noodles and cheese sauce (diet frozen meal),119,3,11,12
"Italian dressing, made with vinegar and oil",240,21,0,12
"Corn, cooked, from canned, with cream sauce, made with milk",101,5,3,12
"Stuffed pepper, with rice, meatless",161,11,4,12
"Milk shake, home recipe, flavors other than chocolate",116,6,3,12
"Beef, dumplings, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)",126,6,6,12
"WENDY'S, CLASSIC DOUBLE, with cheese",241,14,17,12
"Cherries, sweet, cooked, unsweetened, water pack",46,0,1,12
"Strawberries, raw, with sugar",50,0,1,12
"Babyfood, juice, orange and apple and banana",47,0,0,12
"Babyfood, juice, mixed fruit",47,0,0,12
Stinger,271,0,0,12
"Apricot, cooked or canned, juice pack",48,0,1,12
"Octopus, cooked, NS as to cooking method",219,11,16,12
"Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D",76,2,3,12
"Berries, frozen, NFS",51,1,0,12
Haddock cake or patty,201,10,14,12
Okara,76,2,4,12
"Turkey with gravy, dressing, potatoes, vegetable, dessert (frozen meal, large meat portion)",102,3,6,12
Pineapple salad with dressing,96,6,1,12
"Strawberry milk, NFS",77,2,3,12
"Milk, chocolate, fluid, commercial, reduced fat, with added calcium",78,2,3,12
"Strawberry milk, non-dairy",62,1,1,12
"Babyfood, juice, orange and pineapple",48,0,0,12
"Babyfood, juice, orange and banana",50,0,1,12
"Cream puff, eclair, custard or cream filled, not iced",260,21,5,12
"Babyfood, fruit, pears, junior",44,0,0,12
"Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, made with butter",74,3,1,12
Chow fun noodles with meat and vegetables,102,3,7,12
Apple salad with dressing,172,14,1,12
"Cranberry juice cocktail, frozen concentrate, prepared with water",47,0,0,12
"Cranberry juice blend, 100% juice",50,0,0,12
"Cranberry juice, 100%, not a blend",46,0,0,12
"Yogurt, Greek, strawberry, nonfat",82,0,8,12
"Chow mein or chop suey, NS as to type of meat, with noodles",132,4,11,12
"Yogurt, Greek, strawberry, lowfat",105,3,8,12
Vegetarian stroganoff (made with meat substitute),166,10,8,12
"Perch, coated, fried, made without fat",170,3,23,12
"Venison/deer steak, breaded or floured, cooked, NS as to cooking method",224,8,25,12
"Perch, coated, fried, made with cooking spray",173,3,23,12
"Ice cream bar or stick, rich ice cream, chocolate covered, with nuts",303,26,6,12
Brazil nuts,659,67,14,12
"Beverages, V8 V-FUSION Juices, Strawberry Banana",49,0,0,12
Mountain Dew AMP Energy Drink,46,0,0,12
"Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, made with oil",79,3,1,12
"Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, made with margarine",68,2,1,12
"Cranberries, raw",46,0,0,12
"Fruit cocktail or mix, frozen",49,0,1,12
"Potatoes, baby food, toddler",52,0,1,12
"Beverages, Strawberry-flavor beverage mix, powder, prepared with whole milk",88,3,3,12
"Turkey sandwich, with gravy",135,3,14,12
"Artichokes, (globe or french), cooked, boiled, drained, without salt",53,0,3,12
"Fruit cocktail, cooked or canned, juice pack",46,0,0,12
"Chow mein or chop suey, various types of meat, with noodles",135,5,10,12
"Beverages, The COCA-COLA company, Minute Maid, Lemonade",46,0,0,12
"Tilapia, coated, baked or broiled, made with butter",198,7,21,12
"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch",45,0,0,12
"Cereal, cooked, instant, NS as to grain",68,1,2,12
"Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, NS as to fat added in cooking",72,3,1,12
"Beverages, OCEAN SPRAY, Ruby Red cranberry",45,0,0,12
"Beverages, OCEAN SPRAY, Cran Raspberry Juice Drink",49,0,0,12
"Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, fat not added in cooking",53,0,1,12
"Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, fat added in cooking, NS as to type of fat",72,3,1,12
Champagne punch,128,0,0,12
"Cereal, cooked, NFS",68,1,2,12
"Beverages, Orange-flavor drink, breakfast type, with pulp, frozen concentrate, prepared with water",49,0,0,12
"Beverages, OCEAN SPRAY, White Cranberry Peach",45,0,0,12
"Beverages, OCEAN SPRAY, White Cranberry Strawberry Flavored Juice Drink",49,0,0,12
"Frozen novelties, Sugar Free, CREAMSICLE Pops",49,2,1,12
"Beverages, Fruit punch drink, with added nutrients, canned",47,0,0,12
"Tilapia, coated, fried, made with cooking spray",178,4,24,12
"Beverages, Fruit punch drink, frozen concentrate, prepared with water",46,0,0,12
"Tamal in a leaf, Puerto Rican style (Tamales en hoja)",153,8,9,12
"Tamale, plain, meatless, no sauce, Puerto Rican style or Carribean Style",216,19,2,12
"Fruit juice, NFS",50,0,0,12
"Bacon, chicken, and tomato club sandwich, on multigrain roll with lettuce and spread",223,11,18,12
Shrimp chow mein or chop suey with noodles,118,3,9,12
"Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), cream sauce, white sauce, or mushroom soup-based sauce (mixture)",127,7,5,12
"Crab, coated, baked or broiled, fat added in cooking",189,7,19,12
"Venison/deer, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)",127,6,6,12
"Beans, pinto, mature seeds, sprouted, raw",62,1,5,12
"Beverages, carbonated, orange",48,0,0,12
"Tomato noodle soup, canned, prepared with milk",69,1,3,12
"Broadbeans (fava beans), mature seeds, canned",71,0,5,12
"Tomato noodle soup, canned, prepared with water or ready-to-serve",58,1,2,12
"Shrimp toast, fried",220,15,8,12
Ham or pork and potatoes with gravy (mixture),125,6,5,12
"Babyfood, juice, apple",47,0,0,12
"Mixed fruit juice, not citrus, baby food",47,0,0,12
"Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)",125,6,5,12
"Fruit juice drink, with high vitamin C, plus added calcium",45,0,0,12
"Fruit juice blend, 100% juice",50,0,0,12
"Tilapia, coated, fried, made without fat",175,4,24,12
"Babyfood, apple-banana juice",51,0,0,12
Shepherd's pie with lamb,122,5,7,12
"Fruit juice blend, citrus, 100% juice",51,0,0,12
"Cream, whipped, pressurized container",257,22,3,12
"Cream, whipped, cream topping, pressurized",257,22,3,12
"Cream, whipped, pressurized container, light",257,22,3,12
"Chocolate milk, ready to drink, reduced fat (2%)",76,2,3,12
"Ice cream bar, covered with chocolate and nuts",303,26,6,12
"Mollusks, oyster, eastern, cooked, breaded and fried",199,13,9,12
"Tangelo, raw",47,0,1,12
Mole poblano (sauce),142,10,3,12
"Beverages, Kiwi Strawberry Juice Drink",47,0,0,12
"Seeds, sesame seed kernels, dried (decorticated)",631,61,20,12
"Beverages, Horchata, as served in restaurant",54,1,0,12
"Artichoke, cooked, from fresh, made with oil",74,3,3,12
"Yogurt, Greek, strawberry, DANNON OIKOS",106,3,8,12
"Potatoes, raw, skin",58,0,3,12
"Perch, coated, baked or broiled, made with butter",193,6,20,12
"Shrimp and clams in tomato-based sauce, with noodles (frozen meal)",102,2,8,12
"Vegetable combinations (including carrots, broccoli, and/or dark-green leafy), cooked, with pasta",76,2,2,12
"Ravioli, cheese-filled, with tomato sauce (diet frozen meal)",112,4,7,12
"Fish cake or patty, NS as to fish",201,10,14,12
"Nutritional supplement for people with diabetes, liquid",88,3,4,12
"Babyfood, peaches, dices, toddler",51,0,0,12
"Fish, NS as to type, coated, baked or broiled, made with butter",204,8,19,12
Lamb or mutton and potatoes with tomato-based sauce (mixture),125,6,5,12
"Fennel bulb, cooked, fat not added in cooking",49,0,2,12
"Lasagna with meat, home recipe",196,10,14,12
"Pears, baby food, junior",44,0,0,12
"Lobster, coated, baked or broiled, fat added in cooking",184,7,17,12
"Beef steak, breaded or floured, baked or fried, NS as to fat eaten",247,11,25,12
"Veal, breaded, with spaghetti, in tomato sauce (frozen meal)",129,6,6,12
Beef with barbecue sauce (mixture),187,6,21,12
"Flounder, coated, fried, made without fat",149,4,16,12
"Beef with spaetzle or rice, vegetable (frozen meal)",119,4,7,12
"Oysters, coated, fried",192,12,8,12
"Flounder, coated, fried, made with cooking spray",152,4,16,12
"Salmon, coated, fried, made without fat",207,6,24,12
"Lamb or mutton stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy",103,2,9,12
"Chicken patty, fillet, or tenders, breaded, cooked, from school lunch",246,14,18,12
"Broccoli, batter-dipped and fried",148,10,4,12
"Fish, NS as to type, coated, fried, made with cooking spray",184,5,21,12
"Glucerna, nutritional shake, ready-to-drink",88,3,4,12
"Lamb or mutton stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce",97,2,8,12
"Macaroni and Cheese, canned entree",82,2,3,12
"Grape leaves, canned",69,2,4,12
"Beverages, milk beverage, reduced fat, flavored and sweetened, Ready-to-drink,  added calcium, vitamin A and vitamin D",77,2,3,12
"Beverages, pineapple and grapefruit juice drink, canned",47,0,0,12
"Orange, sections, canned, juice pack",47,0,1,12
"Beverages, orange drink, canned, with added vitamin C",49,0,0,12
"Artichoke, cooked, from fresh, made with butter",71,3,3,12
"Abalone, steamed or poached",209,2,34,12
"Macaroni or noodles with cheese, canned",82,2,3,12
"Orange, raw",47,0,1,12
"Beverages, fruit punch drink, without added nutrients, canned",48,0,0,12
"Artichoke, cooked, from fresh, fat not added in cooking",53,0,3,12
"Raspberries, frozen, unsweetened",52,1,1,12
"Whiting, coated, baked or broiled, made with butter",192,7,19,12
"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)",47,0,1,12
"Raspberries, red, raw",52,1,1,12
"Apple juice, baby food",47,0,0,12
"Raspberries, raw, NS as to color",52,1,1,12
"Artichoke, cooked, from fresh, fat added in cooking, NS as to type of fat",69,2,3,12
"Beverages, pineapple and orange juice drink, canned",50,0,1,12
"Orange-apple-banana juice, baby food",47,0,0,12
"Raspberries, black, raw",52,1,1,12
Roast beef spread,235,17,8,12
"Cod, coated, fried, made with cooking spray",151,3,19,12
"Oysters, cooked, NS as to cooking method",192,12,8,12
"Topping, dietetic",52,0,1,12
"Yogurt, Greek, nonfat, raspberry, CHOBANI",81,0,8,12
"Chicken or turkey, dumplings, and vegetables (including carrots, broccoli, and/or dark green leafy), gravy (mixture)",127,6,6,12
Beef chow mein or chop suey with noodles,130,4,10,12
"Rennin, vanilla, dry mix, prepared with 2% milk",77,2,3,12
"Peaches, baby food, toddler",51,0,0,12
"Yogurt, Greek, nonfat, Fruit on Bottom, Strawberry, CHOBANI",79,0,7,12
"Yogurt, Greek, nonfat, Fruit on Bottom, Pomegranate, CHOBANI",80,0,7,12
Chicken or turkey with stuffing (mixture),174,4,22,12
"Yogurt, Greek, nonfat, peach, CHOBANI",80,0,8,12
"Rennin, vanilla, dry mix, prepared with whole milk",89,3,3,12
"Lemonade, fruit juice drink",46,0,0,12
"Babyfood, fruit, applesauce and apricots, junior",47,0,0,12
"Chicken or turkey, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), cheese sauce (mixture)",129,6,8,12
"Cod, coated, baked or broiled, made with butter",173,6,17,12
Gelatin dessert with sour cream,92,4,1,12
"Peach, cooked or canned, juice pack",44,0,1,12
Biryani with meat,144,7,8,12
"Chicken or turkey, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)",127,7,5,12
"Chicken or turkey, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), cream sauce, white sauce, or mushroom soup-based sauce (mixture)",126,6,5,12
"Chicken or turkey, stuffing, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)",129,7,6,12
"Chicken or turkey, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (mixture)",127,7,5,12
Gelatin salad with vegetables,51,0,1,12
"Barley soup, sweet, with or without nuts, Asian Style",61,2,1,12
"Squash, summer, yellow or green, breaded or battered, fried",176,13,3,12
"Waterchestnuts, chinese, canned, solids and liquids",50,0,1,12
"Pear juice, baby food",47,0,0,12
Yogurt dressing,220,18,3,12
"Salmon, coated, baked or broiled, made with butter",227,10,21,12
"Cabbage salad or coleslaw, from fast food / restaurant",159,12,1,12
"Beef steak, breaded or floured, baked or fried, lean and fat eaten",267,13,24,12
"Artichoke, cooked, NS as to form, made with butter",71,3,3,12
"Fish, NS as to type, coated, fried, made without fat",181,5,21,12
"Salmon, coated, fried, made with cooking spray",209,7,24,12
Linguini with vegetables and seafood in white wine sauce (diet frozen meal),114,4,8,12
"Beef steak, breaded or floured, baked or fried, lean only eaten",247,11,25,12
"Yogurt, Greek, fruit, low fat",103,3,8,12
"Split pea soup, canned, reduced sodium, prepared with water or ready-to-serve",71,1,4,12
"Flounder, coated, baked or broiled, made with butter",174,7,14,12
"Salisbury steak with gravy, whipped potatoes, vegetable, dessert (frozen meal)",140,7,8,12
"Yogurt, Greek, fruit, whole milk",106,3,7,12
"Yogurt, Greek, fruit, nonfat",82,0,8,12
"Yogurt, Greek, 2% fat, key lime blend, CHOBANI",92,1,8,12
"Yogurt, Greek, 2% fat, apricot, CHOBANI",93,2,7,12
"SILK Nog, soymilk",74,2,2,12
"Salmon nuggets, cooked as purchased, unheated",189,10,12,12
"Yogurt, Greek, 2% fat, pineapple, CHOBANI",94,2,7,12
"Yogurt, Greek, 2% fat, mango, CHOBANI",93,2,8,12
"Peas, from frozen, creamed",108,5,5,12
"Tropical fruit medley, baby food, strained",51,0,0,12
"Vegetable combination (excluding carrots, broccoli, and dark-green leafy), cooked, no sauce, made with oil",80,3,3,12
"Peas, green, canned, drained solids, rinsed in tap water",71,1,4,12
KRAFT VELVEETA LIGHT Reduced Fat Pasteurized Process Cheese Product,222,11,20,12
"Whiting, coated, fried, made with cooking spray",172,4,22,12
"Beverages, chocolate-flavor beverage mix, powder, prepared with whole milk",85,3,3,12
KRAFT FREE Singles American Nonfat Pasteurized Process Cheese Product,148,1,23,12
"Squash, winter, souffle",78,2,3,12
"Peas and carrots, cooked, from fresh, fat added in cooking, NS as to type of fat",76,2,3,12
"KFC, Fried Chicken, EXTRA CRISPY, Wing, meat and skin with breading",337,23,21,12
"Trout, coated, baked or broiled, made with butter",240,11,21,12
"Blueberries, frozen, NS as to sweetened or unsweetened",51,1,0,12
"Pork, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)",126,6,5,12
"Peas and carrots, cooked, from fresh, fat not added in cooking",59,0,3,12
"Squid, dried",348,5,59,12
"Pork, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (mixture)",126,7,5,12
"School Lunch, chicken patty, whole grain breaded",246,14,18,12
"Peas, cooked, from fresh, with mushroom sauce",79,2,4,12
"Catfish, coated, fried, made with cooking spray",201,8,19,12
Pork chow mein or chop suey with noodles,144,6,10,12
"Peas, cooked, from fresh, with tomato sauce",63,0,4,12
"Applesauce and apricots, baby food, NS as to strained or junior",46,0,0,12
"Sausage, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)",127,8,4,12
"Peas, NS as to form, creamed",108,5,5,12
"Quiche with meat, poultry or fish",386,31,16,12
"Applesauce and apricots, baby food, junior",47,0,0,12
"Peas and mushrooms, cooked, fat added in cooking, NS as to type of fat",82,2,4,12
"Peas and mushrooms, cooked, made with butter",84,3,4,12
"Applesauce and apricots, baby food, strained",44,0,0,12
"Peas and mushrooms, cooked, NS as to fat added in cooking",82,2,4,12
"Peas and mushrooms, cooked, made with oil",88,3,4,12
"Apples, baby food, toddler",51,0,0,12
"Catfish, coated, fried, made without fat",199,8,19,12
"Peas and mushrooms, cooked, made with margarine",79,2,4,12
"Vegetable combination (excluding carrots, broccoli, and dark-green leafy), cooked, no sauce, made with butter",76,3,3,12
Sambar (Indian vegetable stew),84,3,4,12
"Vegetable combination (excluding carrots, broccoli, and dark-green leafy), cooked, no sauce,  fat not added in cooking",57,0,3,12
"Enchilada with chicken, red-chile or enchilada sauce",131,5,9,12
"Catfish, coated, baked or broiled, made with butter",219,11,17,12
"Vegetable combination (excluding carrots, broccoli, and dark-green leafy), cooked, no sauce, made with margarine",71,2,3,12
